Agency,Annual_Contract_Revenue,State,Country,Congressional_District,Contracting_Agency,Contracting_Office,DUNS,Contract_Date,Vendor
DOD,1600000000,NEW YORK,USA,24,DEPT OF THE NAVY,NAVAL RESEARCH LABORATORY,54890801,2011,"CORTLAND CABLE COMPANY, INC"
DOD,1600000000,VIRGINIA,USA,10,DEPT OF THE NAVY,NAVAL UNDERSEA WARFARE CENTER,48341838,2011,ENGILITY CORPORATION
DOD,1600000000,VIRGINIA,USA,10,DEPT OF THE NAVY,NUWC DIV NEWPORT,48341838,2012,ENGILITY CORPORATION
DOD,1534942425,MISSOURI,USA,5,DEPT OF THE ARMY,W076 ENDIST FT WORTH,8906844,2012,J.E. DUNN CONSTRUCTION COMPANY
DOD,1521282048,MINNESOTA,USA,3,DEPT OF THE NAVY,SUPPLY DIRECTORATE,123399383,2012,POLARIS SALES INCORPORATED
DOD,1500000000,ARIZONA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,89310858,2011,SHAMROCK FOODS
DOD,1500000000,ARIZONA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,89310858,2011,SHAMROCK FOODS
DOD,1500000000,ILLINOIS,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,104012638,2011,"AAR PARTS TRADING, INC."
DOD,1500000000,ILLINOIS,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,104012638,2012,"AAR PARTS TRADING, INC."
DOD,1500000000,ILLINOIS,USA,6,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,104012638,2012,"AAR PARTS TRADING, INC."
DOD,1500000000,ILLINOIS,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,104012638,2012,"AAR PARTS TRADING, INC."
DOD,1500000000,ILLINOIS,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,104012638,2012,"AAR PARTS TRADING, INC."
DOD,1500000000,,CANADA,,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT,204135354,2011,INDAL TECHNOLOGIES INC
DOD,1500000000,,CANADA,,DEPT OF THE NAVY,NAVAL OCEANOGRAPHIC OFFICE,254054463,2012,APPLANIX CORPORATION
DOD,1403000064,WASHINGTON,USA,7,DEFENSE COMMISSARY AGENCY  (DECA),DEFENSE COMMISSARY AGENCY,9260449,2011,DARIGOLD INC
DOD,1400000000,CALIFORNIA,USA,15,DEPT OF THE AIR FORCE,FA8601  AFLCMC PZIO,174498790,2011,"VARIAN MEDICAL SYSTEMS, INC."
DOD,1356042000,FLORIDA,USA,6,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),DEF ADVANCED RESEARCH PROJECTS AGCY,19361885,2011,UNIVERSITY OF FLORIDA
DOD,1353723008,FLORIDA,USA,,DEPT OF THE AIR FORCE,FA8811  HQ SMC LR PKK,931369503,2011,ITT CORPORATION
DOD,1348739968,ILLINOIS,USA,18,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,944204924,2011,CATERPILLAR INC.
DOD,1348739968,ILLINOIS,USA,18,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,944204924,2011,CATERPILLAR INC.
DOD,1335600464,NEW YORK,USA,18,USTRANSCOM,USTRANSCOM-AQ,797770773,2011,"ATLAS AIR, INC"
DOD,1335000064,NEW JERSEY,USA,5,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,193346116,2012,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION
DOD,1300000000,ALABAMA,USA,2,DEPT OF THE AIR FORCE,FA3300  42 CONS CC,831003129,2011,ITT SYSTEMS CORPORATION
DOD,1300000000,DELAWARE,USA,,DEPT OF THE AIR FORCE,FA3030  17 CONS CC,5088112,2011,SIEMENS HEALTHCARE DIAGNOSTICS INC
DOD,1300000000,DELAWARE,USA,,DEPT OF THE NAVY,U S NAVAL HOSPITAL   GUAM,5088112,2011,SIEMENS HEALTHCARE DIAGNOSTICS INC
DOD,1300000000,FLORIDA,USA,21,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,78476306,2011,"WENCOR GROUP, LLC"
DOD,1300000000,GEORGIA,USA,3,DEFENSE LOGISTICS AGENCY,DLA AVIATION,969666544,2011,"DIXIE AEROSPACE, LLC"
DOD,1300000000,GEORGIA,USA,3,DEFENSE LOGISTICS AGENCY,DLA AVIATION,969666544,2011,"DIXIE AEROSPACE, LLC"
DOD,1300000000,MASSACHUSETTS,USA,7,DEFENSE LOGISTICS AGENCY,DLA AVIATION,829007504,2012,"QINETIQ NORTH AMERICA, INC."
DOD,1276000000,NEW YORK,USA,2,DEPT OF THE NAVY,NAVAL AIR WARFARE CENTER AIR DIV,75335484,2011,TELEPHONICS CORPORATION
DOD,1258000000,CALIFORNIA,USA,25,DEFENSE LOGISTICS AGENCY,DLA AVIATION,8513152,2012,"WOODWARD HRT, INC."
DOD,1252000000,NEW YORK,USA,2,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT,75335484,2011,TELEPHONICS CORPORATION
DOD,1242813038,PENNSYLVANIA,USA,19,DEFENSE LOGISTICS AGENCY,"DLA AVIATION AT PHILADELPHIA, PA",61665857,2012,"PENN DETROIT DIESEL ALLISON, LLC"
DOD,1242813038,PENNSYLVANIA,USA,19,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,61665857,2012,"PENN DETROIT DIESEL ALLISON, LLC"
DOD,1228749312,CONNECTICUT,USA,2,DEFENSE LOGISTICS AGENCY,"DLA AVIATION AT PHILADELPHIA, PA",109908264,2011,"TRIUMPH ACTUATION SYSTEMS - CONNECTICUT, LLC"
DOD,1200000000,FLORIDA,USA,21,DEFENSE LOGISTICS AGENCY,DLA AVIATION,69172294,2011,"BE AEROSPACE, INC."
DOD,1200000000,FLORIDA,USA,21,DEFENSE LOGISTICS AGENCY,DLA TROP SUPPORT C&E HARDWARE,69172294,2011,"BE AEROSPACE, INC."
DOD,1200000000,FLORIDA,USA,21,DEPT OF THE NAVY,SUPPLY DIRECTORATE,69172294,2011,"BE AEROSPACE, INC."
DOD,1200000000,FLORIDA,USA,21,DEFENSE LOGISTICS AGENCY,DLA AVIATION,69172294,2012,"B/E AEROSPACE, INC."
DOD,1200000000,VIRGINIA,USA,11,DEPT OF THE NAVY,NAVAL AIR WARFARE CENTER AIR DIV,67641597,2011,GENERAL DYNAMICS INFORMATION TECHNOLOGY INCORPORATED
DOD,1200000000,VIRGINIA,USA,10,DEPT OF THE ARMY,W0ML USA DEP TOBYHANNA,97779698,2012,SYSTEMS RESEARCH AND APPLICATIONS CORPORATION
DOD,1189638272,VIRGINIA,USA,10,USTRANSCOM,USTRANSCOM-AQ,142877732,2011,EVERGREEN INTERNATIONAL AIRLINES
DOD,1189638272,VIRGINIA,USA,10,USTRANSCOM,USTRANSCOM-AQ,142877732,2011,EVERGREEN INTERNATIONAL AIRLINES
DOD,1163879936,NEW YORK,USA,1,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,64737240,2012,EMS DEVELOPMENT CORPORATION
DOD,1100000000,CALIFORNIA,USA,18,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,155104938,2011,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC."
DOD,1100000000,CALIFORNIA,USA,18,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,155104938,2011,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC."
DOD,1100000000,CALIFORNIA,USA,18,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,155104938,2011,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC."
DOD,1100000000,,CANADA,,DEFENSE LOGISTICS AGENCY,DIR OF SUB  DLA TROOP SUPPORT,207884594,2011,CANADIAN COMMERCIAL CORPORATION
DOD,1062892992,FLORIDA,USA,15,DEPT OF THE NAVY,NAVFAC SOUTHEAST,81097425,2011,"IAP-HILL, L.L.C."
DOD,1055000000,,UNITED KINGDOM,,DEFENSE LOGISTICS AGENCY,DLA AVIATION,216355057,2012,FLIGHT REFUELLING LTD
DOD,1024744320,CALIFORNIA,USA,45,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,128342156,2011,ARMTEC COUNTERMEASURES COMPANY
DOD,1024744320,CALIFORNIA,USA,45,DEPT OF THE ARMY,W4MM USA JOINT MUNITIONS CMD,128342156,2012,ARMTEC COUNTERMEASURES COMPANY
DOD,1000000000,FLORIDA,USA,23,DEPT OF THE NAVY,NAVAL AIR WARFARE CENTER AIR DIV,604596346,2012,"CITRIX SYSTEMS, INC."
DOD,1000000000,ILLINOIS,USA,7,DEPT OF THE ARMY,W07V ENDIST ROCK ISLAND,3822079,2012,WALSH CONSTRUCTION COMPANY
DOD,1000000000,IOWA,USA,2,DEPT OF THE NAVY,NAVAL HOSPITAL JACKSONVILLE FL,147814735,2011,THE HON COMPANY
DOD,1000000000,IOWA,USA,2,DEPT OF THE ARMY,W6QM MICC-FT KNOX,147814735,2012,THE HON COMPANY
DOD,1000000000,MAINE,USA,1,DEPT OF THE NAVY,SUP OF SHIPBUILDING CONV AND REPAIR,45953718,2011,BATH IRON WORKS CORPORATION
DOD,1000000000,MISSISSIPPI,USA,2,DEFENSE LOGISTICS AGENCY,DLA AVIATION,33359266,2012,EATON AEROSPACE LLC
DOD,1000000000,TEXAS,USA,4,DEPT OF THE AIR FORCE,FA8527  AFLCMC HBKAB,7365984,2011,L-3 COMMUNICATIONS INTEGRATED SYSTEMS L.P.
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,1000000000,VIRGINIA,USA,11,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),DITCO-SCOTT,621599893,2011,A T AND T CORPORATION (4710)
DOD,999999999,NEW YORK,USA,8,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,116012659,2011,B&H FOTO&ELECTRONICS CORP.
DOD,999999999,NEW YORK,USA,8,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,116012659,2012,B&H FOTO&ELECTRONICS CORP.
DOD,995000000,NORTH CAROLINA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,160601576,2011,BURLINGTON INDUSTRIES LLC
DOD,968000000,VIRGINIA,USA,2,DEPT OF THE AIR FORCE,FA8629  AFLCMC WISK,27079776,2011,"ATLANTIC DIVING SUPPLY, INC."
DOD,939924992,NEW HAMPSHIRE,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,932135148,2012,"KOLLSMAN, INC."
DOD,900000000,COLORADO,USA,7,DEPT OF THE NAVY,NAVAL MEDICAL CENTER PORTSMOUTH VA,801679200,2011,"CARIDIANBCT, INC."
DOD,900000000,VIRGINIA,USA,8,DEPT OF THE NAVY,COMMANDER,88365767,2012,CARAHSOFT TECHNOLOGY CORPORATION
DOD,900000000,VIRGINIA,USA,8,DEPT OF THE ARMY,W6QM MICC-FT LEONARD WOOD,88365767,2012,CARAHSOFT TECHNOLOGY CORPORATION
DOD,885000000,VIRGINIA,USA,2,DEPT OF THE NAVY,NSWC CARDEROCK DET PHILA,97833248,2012,CDI MARINE COMPANY
DOD,850000000,CALIFORNIA,USA,16,DEPT OF THE ARMY,W0ML USA DEP TOBYHANNA,967524414,2012,ZEBRA ENTERPRISE SOLUTIONS CORP.
DOD,829299008,MASSACHUSETTS,USA,10,DEFENSE LOGISTICS AGENCY,DLA DISPOSTION SERVICE - EBS,39322250,2011,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC."
DOD,829299008,MASSACHUSETTS,USA,10,DEFENSE LOGISTICS AGENCY,DLA DISPOSTION SERVICE - EBS,39322250,2011,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC."
DOD,829299008,MASSACHUSETTS,USA,10,DEFENSE LOGISTICS AGENCY,DLA DISPOSTION SERVICE - EBS,39322250,2011,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC."
DOD,800000000,ILLINOIS,USA,6,DEFENSE LOGISTICS AGENCY,"DLA  AVIATION AT OGDEN, UT",5116249,2012,"CEF INDUSTRIES, LLC"
DOD,800000000,NEW YORK,USA,28,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,2204600,2011,HARRIS CORPORATION
DOD,800000000,NEW YORK,USA,28,DEPT OF THE ARMY,W6QK ACC-RSA,2204600,2011,HARRIS CORPORATION
DOD,800000000,SOUTH CAROLINA,USA,4,DEPT OF THE NAVY,COMMANDING OFFICER,832426782,2012,"NORTH AMERICAN RESCUE, LLC"
DOD,778125208,ARIZONA,USA,8,DEFENSE LOGISTICS AGENCY,DLA AVIATION,9577768,2011,"DOVER ENGINEERED SYSTEMS, INC."
DOD,778125208,ARIZONA,USA,8,DEFENSE LOGISTICS AGENCY,DLA AVIATION,9577768,2011,"DOVER ENGINEERED SYSTEMS, INC."
DOD,775944576,VIRGINIA,USA,10,DEPT OF THE ARMY,W6QK ACC-RI,786468199,2012,"DLT SOLUTIONS, LLC"
DOD,773262976,PENNSYLVANIA,USA,15,DEPT OF THE ARMY,W6QM MICC-FT KNOX,781316096,2012,KNOLL INC
DOD,770000000,CALIFORNIA,USA,53,DEPT OF THE NAVY,SOUTHWEST REGIONAL MAINT CENTER,9158932,2012,NATIONAL STEEL AND SHIPBUILDING COMPANY
DOD,760000000,SOUTH CAROLINA,USA,1,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,3268989,2012,"FORCE PROTECTION INDUSTRIES, INC."
DOD,760000000,SOUTH CAROLINA,USA,1,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,3268989,2012,"FORCE PROTECTION INDUSTRIES, INC."
DOD,756823565,HAWAII,USA,1,DEPT OF THE ARMY,W40M PACIFIC RGNL CNTRG OFC,66281080,2012,KAPIOLANI MEDICAL CENTER FOR WOMEN AND CHILDREN
DOD,755300000,CALIFORNIA,USA,42,DEPT OF THE NAVY,NAVAL MEDICAL CENTER SAN DIEGO CA,609457494,2011,"NOBEL BIOCARE USA, LLC"
DOD,750000000,CALIFORNIA,USA,18,DEFENSE COMMISSARY AGENCY  (DECA),DEFENSE COMMISSARY AGENCY,155104938,2011,"COASTAL PACIFIC FOOD DISTRIBUTORS, INC."
DOD,750000000,NEW YORK,USA,2,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,361576739,2012,EDO CORP
DOD,750000000,VIRGINIA,USA,10,DEPT OF THE ARMY,W4GG HQ US ARMY TACOM,831511576,2011,DRS C3&AVIATION COMPANY
DOD,727571520,MISSOURI,USA,5,DEPT OF THE ARMY,W07V ENDIST ST PAUL,800257698,2011,"HDR ENGINEERING, INC."
DOD,727571520,VIRGINIA,USA,8,DEPT OF THE ARMY,W076 ENDIST FT WORTH,91335026,2011,"HDR ARCHITECTURE INC,"
DOD,723000000,NEVADA,USA,2,DEPT OF THE AIR FORCE,FA8509  AFLCMC WIUKA,94373495,2011,SIERRA NEVADA CORPORATION
DOD,722608896,MICHIGAN,USA,3,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,1649847,2012,"DOVER FLUID MANAGEMENT, INC."
DOD,706155000,CALIFORNIA,USA,50,DEPT OF THE NAVY,NAVAL AIR WARFARE CENTER,175096619,2012,"VIASAT, INC."
DOD,706155000,CALIFORNIA,USA,50,DEPT OF THE NAVY,NSWC DAHLGREN,175096619,2012,"VIASAT, INC."
DOD,700000000,GEORGIA,USA,,DEPT OF THE ARMY,W07V ENDIST N ORLEANS,129970385,2012,"TETRA TECH EC, INC."
DOD,700000000,MARYLAND,USA,5,DEPT OF THE NAVY,NAVAL RESEARCH LABORATORY,610014508,2012,ORBITAL SCIENCES CORPORATION
DOD,700000000,VIRGINIA,USA,8,DEFENSE LOGISTICS AGENCY,DLA DOCUMENT SERVICES,626578041,2011,KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED
DOD,700000000,VIRGINIA,USA,8,DEPT OF THE ARMY,W6QK ACC-APG CONT CT SW SECTOR,626578041,2012,KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED
DOD,700000000,VIRGINIA,USA,8,DEPT OF THE ARMY,W6QM MICC-FT LEAVENWORTH,626578041,2012,KONICA MINOLTA BUSINESS SOLUTIONS USA INCORPORATED
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE GMBH
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,SWITZERLAND,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,481347552,2011,SUPREME FOODSERVICE AG
DOD,700000000,,GERMANY,,DEPT OF THE ARMY,0409 AQ HQ,341557284,2012,REFOOD GMBH
DOD,699281984,VIRGINIA,USA,10,DEPT OF THE NAVY,NAVY-MARINE CORPS PUBLIC HEALTH CTR,827714507,2012,"IRON BOW TECHNOLOGIES, LLC"
DOD,680000000,CALIFORNIA,USA,25,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,48485478,2012,WESCO AIRCRAFT HARDWARE CORP.
DOD,680000000,CALIFORNIA,USA,25,DEFENSE LOGISTICS AGENCY,DLA AVIATION,48485478,2012,WESCO AIRCRAFT HARDWARE CORP.
DOD,667379968,CALIFORNIA,USA,53,DEPT OF THE NAVY,NAVAL MEDICAL RESEARCH CENTER,33305264,2012,"ILLUMINA, INC."
DOD,620985664,OREGON,USA,5,DEPT OF THE NAVY,NSWC CRANE,91296244,2011,"FLIR SYSTEMS, INC."
DOD,600000000,CALIFORNIA,USA,29,DEPT OF THE ARMY,W7NW USPFO ACTIVITY OR ARNG,88389739,2011,"ARAMARK UNIFORM&CAREER APPAREL, LLC"
DOD,600000000,MASSACHUSETTS,USA,7,DEPT OF THE NAVY,NAVAL RESEARCH LABORATORY,131142747,2012,THE MATHWORKS INC
DOD,600000000,MASSACHUSETTS,USA,7,DEPT OF THE ARMY,W6QM MICC-WEST POINT,131142747,2012,THE MATHWORKS INC
DOD,600000000,TEXAS,USA,20,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,46275301,2011,"LABATT INSTITUTIONAL SUPPLY COMPANY, INC"
DOD,600000000,TEXAS,USA,20,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,46275301,2011,"LABATT INSTITUTIONAL SUPPLY COMPANY, INC"
DOD,600000000,,UNITED KINGDOM,,DEPT OF THE AIR FORCE,FA5570  501 CSW RCO,230367153,2011,OCS GROUP UK LTD
DOD,595268032,FLORIDA,USA,5,DEPT OF THE ARMY,W074 ENDIST MOBILE,139664932,2011,"PHILLIPS&JORDAN, INCORPORATED"
DOD,595268032,FLORIDA,USA,5,DEPT OF THE ARMY,W074 ENDIST MOBILE,139664932,2011,"PHILLIPS&JORDAN, INCORPORATED"
DOD,575000000,HAWAII,USA,1,DEFENSE LOGISTICS AGENCY,DLA  ENERGY,81909046,2012,ALOHA PETROLEUM LTD
